Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Latitude,Distance_to_coast
232100.0,5.5105,26,1616,33.68,6914.52060584224
447700.0,5.888,13,2902,33.67,7752.5976432612
397600.0,5.041,16,3581,33.67,7752.5976432612
429200.0,4.355,19,4559,33.66,6991.88544393914
442700.0,4.2289,25,4041,33.66,6310.20142026449
408300.0,2.8352,38,2548,33.65,7136.25047339605
273600.0,4.7245,13,4000,33.68,7574.56922954447
186900.0,3.5848,18,2024,33.68,7574.56922954447
234600.0,4.2165,15,3141,33.67,6609.31317878564
216700.0,3.4899,14,3305,33.68,7574.56922954447
282200.0,4.625,19,3808,33.67,6609.31317878564
350000.0,4.0385,12,2228,33.67,6609.31317878564
262500.0,3.5859,17,1692,33.67,6609.31317878564
252900.0,3.2353,16,2809,33.66,6310.20142026449
353100.0,4.6591,29,1330,33.66,5697.78943709648
268800.0,3.0625,14,3155,33.66,5697.78943709648
271400.0,4.3409,11,3969,33.62,6287.81826129353
477700.0,10.0,5,7017,33.65,8506.84330563997
285400.0,6.4858,12,5241,33.68,8045.2611791896
387800.0,4.8125,34,3712,33.67,7143.94874922065
279700.0,4.0121,19,4808,33.71,7568.70609466194
237500.0,2.7614,18,1994,33.71,8480.33688521409
216700.0,2.7865,17,1600,33.71,8480.33688521409
331900.0,5.3886,23,5554,33.71,5758.17174099295
285700.0,6.3047,23,5069,33.7,6116.01110939354
267800.0,4.4453,22,8844,33.72,5601.81697429874
302500.0,6.7418,23,4095,33.73,6579.00664349162
336900.0,5.1384,24,6393,33.73,5663.6584231871
261000.0,5.163,24,5203,33.72,4677.97941600926
237800.0,4.6649,24,7141,33.72,3754.64710354233
250900.0,3.8365,24,2104,33.73,8415.91168719095
342800.0,6.7395,26,2236,33.73,7496.6776676687
220800.0,3.1912,20,3182,33.73,8415.91168719095
255700.0,5.5514,26,1787,33.72,8374.68871941238
134800.0,4.2875,17,2801,33.72,8374.68871941238
188500.0,3.628,14,2127,33.72,8374.68871941238
295600.0,4.7515,18,6565,33.71,6660.73979456768
302700.0,7.248,24,3856,33.7,6972.50384917771
500001.0,10.0,3,945,33.69,7439.0205485194
248800.0,4.625,13,4013,33.7,8727.52411314964
216400.0,5.3259,16,1476,33.69,8575.43231698492
350000.0,1.6705,12,2480,33.69,8575.43231698492
287800.0,5.8623,24,2598,33.71,5758.17174099295
395300.0,7.7854,15,3244,33.7,5282.66199130632
271400.0,6.0,26,1483,33.71,4864.00797860755
437900.0,9.5268,13,5126,33.67,5881.7830986346
169400.0,4.7821,14,4494,33.72,3754.64710354233
188900.0,4.1862,14,2673,33.72,2832.31422219047
182500.0,4.0238,15,1836,33.72,3754.64710354233
295100.0,5.883,13,4770,33.7,2616.5048449488
396900.0,6.0102,12,4014,33.71,3983.9114136393
380000.0,6.6188,32,6239,33.75,3216.71585257628
400000.0,4.7773,37,997,33.74,2679.38112386751
346400.0,5.4011,15,2569,33.75,4124.60787445319
500001.0,4.8482,43,1222,33.74,3371.5293022557
422200.0,4.6369,44,1671,33.74,2168.24896365093
390500.0,5.0926,24,1608,33.75,4124.60787445319
495500.0,4.537,33,2119,33.74,2679.38112386751
457100.0,4.6528,31,1310,33.74,2679.38112386751
500001.0,5.0476,32,1258,33.73,2862.67213372409
500001.0,4.2287,32,2035,33.74,2679.38112386751
485000.0,4.9044,24,1240,33.72,1001.74777466753
500001.0,5.1824,32,1179,33.72,1001.74777466753
500001.0,8.7397,19,1397,33.71,1612.63932881111
500001.0,5.7704,17,4573,33.72,1912.42736250382
461600.0,8.8281,25,4150,33.71,3129.77179346118
500001.0,9.8177,22,4311,33.72,1912.42736250382
401700.0,9.8346,13,1822,33.73,1305.26273611135
500001.0,10.0,14,2665,33.72,1912.42736250382
500001.0,10.0,16,4392,33.73,2087.41022506493
340700.0,7.1673,14,2021,33.72,245.691757501701
266100.0,5.0699,25,2472,33.73,2953.20138288433
226100.0,5.2589,17,1875,33.72,2832.31422219047
174500.0,3.8038,22,5416,33.72,2832.31422219047
62000.0,1.8015,26,1388,33.77,5390.52525009375
87500.0,2.1944,26,2461,33.77,5318.89069883475
67500.0,2.2708,26,2013,33.77,5318.89069883475
68500.0,1.9074,26,3083,33.77,5318.89069883475
46900.0,1.4617,25,1995,33.76,4206.99736348288
58500.0,1.808,26,1625,33.76,4297.21776393999
61300.0,1.7675,26,5359,33.77,5390.52525009375
54300.0,1.6111,26,1967,33.76,4206.99736348288
46700.0,1.2813,26,996,33.76,4206.99736348288
71300.0,2.0952,27,529,33.76,4206.99736348288
67500.0,1.7208,27,2301,33.77,5390.52525009375
176000.0,2.925,26,1876,33.76,8550.96084270364
186000.0,4.525,30,3380,33.75,7217.52368432557
137500.0,2.7589,26,1382,33.75,8062.65992236114
316700.0,6.394,25,2767,33.74,7704.99188384644
214800.0,4.25,27,2905,33.76,7000.30120315514
231200.0,5.7157,26,2989,33.75,6394.44747380229
221900.0,5.742,25,4650,33.76,6285.83976967474
338800.0,7.0879,16,2070,33.76,5632.87620366079
235600.0,5.2001,16,3757,33.75,4859.22024367738
235800.0,5.3559,26,2532,33.74,4238.82182741358
248200.0,6.128,26,3842,33.74,5936.88148456448
234100.0,5.5599,26,3711,33.73,5663.6584231871
264900.0,6.0609,25,8110,33.74,6815.53794906456
180000.0,3.8158,24,3865,33.75,9796.15230871054
199600.0,3.3438,37,1264,33.75,9796.15230871054
184400.0,3.0909,30,1859,33.75,8923.59059142323
207500.0,4.7404,29,3443,33.74,9504.13720878485
240000.0,4.506,26,4065,33.74,8601.89449048057
304700.0,4.4261,16,4636,33.74,9504.13720878485
248100.0,4.375,17,5239,33.73,8415.91168719095
284900.0,6.6539,22,4232,33.73,9336.24703501137
202400.0,3.1902,29,1312,33.77,9915.88686083833
197400.0,4.0194,28,3215,33.76,10201.6389180807
190900.0,3.369,30,1572,33.76,9367.02781999339
177700.0,1.9439,17,2545,33.76,9367.02781999339
191800.0,3.3125,22,3024,33.75,8923.59059142323
150000.0,2.1375,23,1553,33.76,10201.6389180807
192500.0,4.4545,24,1880,33.76,10201.6389180807
210600.0,5.1345,27,2343,33.75,9796.15230871054
207500.0,5.1507,34,2115,33.77,7719.60731389935
211500.0,5.0091,33,2683,33.77,7719.60731389935
195800.0,3.6289,25,1759,33.76,7000.30120315514
204100.0,5.422,33,1387,33.77,8413.88220544013
217500.0,5.8362,32,1771,33.77,8413.88220544013
191900.0,3.9855,35,2072,33.76,7759.29121834542
177700.0,2.2981,26,2141,33.76,7759.29121834542
192800.0,3.4327,24,1324,33.77,9149.00206905398
194200.0,3.0263,29,1982,33.76,8550.96084270364
211700.0,3.5139,28,2401,33.77,9149.00206905398
179200.0,2.9083,14,1120,33.76,8550.96084270364
208800.0,3.0625,12,1250,33.76,8550.96084270364
221200.0,3.0,21,3803,33.77,7078.20661651616
181300.0,5.2077,7,586,33.77,7719.60731389935
218900.0,5.635,27,2000,33.77,7078.20661651616
255900.0,5.8053,24,3810,33.77,7078.20661651616
223500.0,5.0866,32,2980,33.76,6285.83976967474
294900.0,7.1572,25,4061,33.76,5632.87620366079
237600.0,5.8914,26,5321,33.79,8871.19209551091
216600.0,4.1548,32,3191,33.79,8871.19209551091
223200.0,5.4372,30,2460,33.79,9969.23393820956
228900.0,5.5446,28,3375,33.78,8523.6916258704
207400.0,5.9357,19,2648,33.78,9157.13321960355
257500.0,5.1061,26,2001,33.78,7947.52150681137
233100.0,6.0,26,2343,33.78,9157.13321960355
270100.0,6.6453,25,3554,33.78,7947.52150681137
259400.0,5.8426,26,3642,33.78,7441.93700563026
247100.0,5.7705,25,3715,33.78,7441.93700563026
369400.0,6.0553,29,3675,33.8,8654.6569353746
384500.0,7.1221,34,3486,33.8,8708.92308501331
376200.0,7.6144,34,2840,33.79,7542.72684063802
342700.0,6.6137,26,2146,33.78,6490.17001007861
362400.0,5.8283,34,2473,33.79,7604.93871328049
360100.0,6.6312,31,4231,33.79,7593.39932930045
372000.0,5.5767,34,2287,33.78,6430.80337579889
364700.0,6.9324,30,2879,33.78,6430.80337579889
340100.0,5.0102,25,5321,33.78,6430.80337579889
240400.0,6.1142,23,6368,33.79,9390.80201533884
258000.0,5.7837,23,2663,33.79,9969.23393820956
193800.0,5.875,24,84,33.8,10305.0408905485
359600.0,8.4952,16,2956,33.8,10305.0408905485
219500.0,5.32,16,4021,33.8,10834.7138082444
390900.0,8.7015,18,3414,33.78,7022.20078676904
353500.0,6.0,25,3112,33.78,7022.20078676904
359100.0,6.6264,25,2356,33.78,7022.20078676904
355600.0,7.3463,22,4048,33.78,6704.45602864743
245100.0,5.0261,33,2685,33.8,9430.11170106487
196900.0,4.8,21,2196,33.8,8859.83894895685
320700.0,6.4288,26,4422,33.79,7604.93871328049
212500.0,4.1379,22,1892,33.8,8859.83894895685
195300.0,3.6217,20,1379,33.8,8859.83894895685
193100.0,3.6442,17,2439,33.8,8708.92308501331
277400.0,3.2465,19,1863,33.79,8052.81761421317
256000.0,4.5395,21,6623,33.84,13626.8305918336
329700.0,6.983,21,4890,33.84,13402.3745070339
320700.0,4.6681,19,4526,33.83,12561.4625968368
273900.0,5.844,26,4105,33.82,11504.9135251925
201900.0,4.055,20,1488,33.83,12561.4625968368
159600.0,5.123,25,1548,33.82,11238.0935894607
190900.0,4.5833,25,2637,33.82,11042.42776022
263000.0,5.4216,25,3497,33.81,9948.84653545167
398800.0,8.5407,22,2711,33.81,9814.70590958875
218200.0,3.8792,22,1391,33.8,8708.92308501331
237500.0,3.3155,21,1189,33.81,9766.59139556068
244400.0,5.6093,17,1851,33.82,11838.0772878303
245300.0,3.6815,17,2178,33.82,11838.0772878303
318500.0,6.0162,20,2662,33.82,11838.0772878303
258300.0,4.7466,19,2485,33.82,12232.1651151275
260000.0,3.2933,16,1139,33.83,13230.6898454688
198400.0,4.225,34,3203,33.83,12867.263600439
229600.0,4.625,25,3030,33.83,12867.263600439
132800.0,3.175,25,768,33.83,12867.263600439
226400.0,4.53,22,5290,33.83,12139.346628323
286700.0,5.7018,24,4316,33.83,12317.5794653752
343900.0,4.88,21,3941,33.83,12139.346628323
386700.0,8.6123,21,2997,33.82,11238.0935894607
163800.0,3.8512,17,1973,33.83,12139.346628323
213400.0,4.6458,24,3983,33.82,11042.42776022
241000.0,5.8527,22,4057,33.81,10459.8561142
216100.0,5.6846,27,2990,33.81,10459.8561142
234600.0,5.2542,26,2523,33.81,10165.6083608251
237400.0,5.7089,26,3635,33.81,10825.2730718984
289300.0,4.535,19,1795,33.86,16021.3245404168
279200.0,5.6094,24,2233,33.85,14699.1000895475
315900.0,5.777,23,3132,33.85,14699.1000895475
313100.0,6.1737,25,2856,33.85,14491.2864559476
328500.0,7.5057,18,3628,33.85,14699.1000895475
344400.0,3.8426,16,1831,33.85,14961.2117036548
208600.0,4.9803,29,3963,33.83,13647.1383869945
215600.0,3.9628,29,3740,33.84,14633.5651862465
196000.0,4.0156,28,3857,33.84,13909.1959923224
217600.0,3.1497,26,3616,33.83,13230.6898454688
204500.0,3.7885,21,2052,33.82,12232.1651151275
192300.0,4.1591,10,3897,33.82,12681.498481098
190100.0,4.4583,18,5238,33.81,11741.7751118397
200900.0,5.1155,34,3482,33.81,11254.9293523639
220700.0,5.6677,26,2342,33.86,16314.5393797729
213000.0,5.3416,31,1922,33.85,15274.8263385296
203700.0,4.0865,30,2320,33.85,14961.2117036548
224100.0,3.9156,23,5495,33.85,14961.2117036548
209300.0,3.8864,29,2064,33.85,15636.8454441779
195200.0,4.6326,29,3061,33.85,15636.8454441779
188000.0,4.5083,34,1078,33.85,16043.9927341946
194200.0,3.4306,29,2307,33.86,16653.9335386172
202100.0,4.5,28,4097,33.84,14633.5651862465
213400.0,5.1775,35,4166,33.84,14633.5651862465
214100.0,4.4821,35,3473,33.84,14246.0277227198
226400.0,5.4746,30,4781,33.84,13909.1959923224
187200.0,3.4167,36,1138,33.86,17460.1252031393
212600.0,4.9777,34,1948,33.85,16492.9264164969
197200.0,4.0455,33,2053,33.85,16043.9927341946
203000.0,3.875,32,1162,33.86,17036.7473811053
192600.0,5.2548,35,1661,33.85,16492.9264164969
207000.0,5.103,34,2079,33.84,15545.099947245
195100.0,4.0039,30,1549,33.84,15067.8965220243
165100.0,2.8169,29,2641,33.84,15067.8965220243
185700.0,3.139,25,6348,33.87,17682.4469644581
178000.0,3.0252,20,3540,33.86,17460.1252031393
268100.0,4.7083,28,1624,33.88,19061.7801351795
269600.0,3.369,19,1434,33.88,18720.5026767911
159400.0,4.2422,15,2298,33.88,19441.0199198914
161100.0,3.9559,42,1461,33.88,19441.0199198914
170800.0,2.735,18,2628,33.88,19061.7801351795
174000.0,3.1205,16,1689,33.87,18443.6488623545
165600.0,2.95,13,2086,33.87,18043.4110139018
217000.0,3.0147,17,2334,33.87,18443.6488623545
161900.0,3.59,34,1239,33.87,18443.6488623545
176100.0,2.9,20,2303,33.86,17460.1252031393
393700.0,7.1425,18,2939,33.89,20845.1103460921
240600.0,6.6704,25,3401,33.88,19441.0199198914
160500.0,4.5033,21,5195,33.89,20450.2124344129
347800.0,8.5621,23,2111,33.89,20450.2124344129
181800.0,5.1315,17,1851,33.89,21272.8327703274
137500.0,2.8649,17,1740,33.89,21272.8327703274
185100.0,5.0731,9,1344,33.88,20304.6669174082
218500.0,6.2427,11,1454,33.88,20304.6669174082
367400.0,9.0683,15,3801,33.89,21272.8327703274
321600.0,6.0394,16,2003,33.88,20304.6669174082
462800.0,10.0,14,923,33.89,21272.8327703274
143800.0,1.7083,33,1849,39.17,175161.751414145
124000.0,2.1987,30,2979,39.09,171603.671284714
170000.0,1.1912,22,2213,39.15,176104.864306723
200000.0,4.1316,15,2146,39.12,165130.712086243
171900.0,3.0375,25,2171,39.14,167925.501226409
127800.0,3.9722,21,2484,39.14,169140.056691486
146900.0,3.6563,18,1703,39.17,170319.007508233
145800.0,2.9125,32,1684,39.17,172118.116683394
176600.0,5.75,25,1669,39.15,170536.272980356
283300.0,4.1016,14,1382,39.2,174517.130627005
179200.0,3.5667,17,2839,39.18,174725.345302507
360000.0,5.5456,18,3824,39.19,176729.332181107
213200.0,3.9375,17,1480,39.19,176729.332181107
196900.0,3.087,20,1703,39.2,177518.377976979
158300.0,4.5795,18,2245,39.21,177708.942224144
153300.0,3.1193,21,3005,39.24,180114.865786099
146900.0,4.8182,19,1746,39.23,181105.382393759
169500.0,4.962,20,3729,39.24,182502.701239343
163500.0,3.01,21,2459,39.25,183900.056729026
123800.0,2.65,30,2369,39.24,184316.231606302
154500.0,4.1364,24,2237,39.27,186694.867322656
99300.0,1.7609,24,1602,39.24,185535.723492775
93600.0,3.0057,22,2309,39.24,185535.723492775
225000.0,1.8269,32,1347,39.24,185535.723492775
139300.0,2.6023,26,1930,39.26,187715.080486947
146800.0,3.653,13,7689,38.98,115863.193188853
101000.0,2.8155,30,806,39.02,123947.909693665
118200.0,2.2917,19,1048,39.12,138819.849658648
97700.0,2.6319,15,1117,39.02,123083.986471046
143000.0,2.5373,18,6501,38.91,103247.180198737
138400.0,2.4273,27,3436,38.9,101549.172516219
184300.0,4.2917,17,7635,38.88,100190.72619264
139000.0,2.6701,41,3471,38.89,100523.375000275
122200.0,1.7375,52,1280,38.9,101884.641214862
239400.0,5.2903,20,2024,38.89,98334.1214198526
216500.0,3.3802,17,3949,38.86,96124.6915226445
128100.0,3.0917,48,1127,38.87,96846.0905895562
193100.0,4.2723,23,1654,38.91,100432.888834134
220100.0,6.0,10,2509,38.85,96439.2822813776
237100.0,5.1721,17,3353,38.74,82461.4797233451
287800.0,6.4789,15,10282,38.77,86209.4330314411
276600.0,8.4882,27,771,38.75,83487.4679920359
236500.0,4.2143,22,2750,38.84,93421.871610537
233000.0,5.07,22,1816,38.82,91351.6078445214
217500.0,4.1685,20,2104,38.8,88964.9328493996
277800.0,6.1642,13,3480,38.78,85952.8935071396
220100.0,5.1857,18,2541,38.8,88038.1106381117
239200.0,3.1583,16,1608,38.76,82972.9213839141
264400.0,4.3962,11,4552,38.75,81925.1801834308
394000.0,6.5322,14,2028,38.76,84191.3169841566
334800.0,7.7499,11,4897,38.73,80139.0881079077
273100.0,6.0302,16,1584,38.73,80772.2236421779
247600.0,4.7941,16,2807,38.75,82838.5942471156
229600.0,5.4896,5,9137,38.75,81085.7870509451
203700.0,4.9,12,3605,38.72,77919.0165453617
154900.0,2.6065,19,3869,38.74,79255.3337677447
172100.0,5.3451,14,3323,38.73,78441.6574888528
135900.0,3.3941,22,7173,38.74,79504.3972987408
267400.0,5.419,6,4223,38.73,77899.9601599273
198700.0,6.0804,6,4664,38.72,77124.3064432563
179400.0,4.485,10,7277,38.72,77645.2343627749
128500.0,2.5083,21,4812,38.75,80286.1457238727
134700.0,4.05,33,4384,38.74,78925.7677166798
139200.0,3.6455,9,5558,38.73,77242.7622741239
220100.0,3.141,21,2253,38.73,75478.5272579162
186300.0,4.3897,14,1449,38.74,77662.4692370695
129200.0,4.0519,7,4185,38.75,79006.3483974657
86300.0,2.655,36,3903,38.75,79313.8803458544
83800.0,2.108,52,493,38.75,79953.8783934987
87900.0,2.3611,41,4374,38.74,78277.273500736
169300.0,4.2259,3,20214,38.77,80519.3030629997
101900.0,2.1366,47,2901,38.76,80984.2044747221
85300.0,2.7188,43,1292,38.75,80286.1457238727
187500.0,6.0097,12,1198,38.76,80664.2675455283
201400.0,5.8718,6,3819,38.77,82016.6624680071
147900.0,3.816,7,9003,38.8,85126.0514110052
141100.0,3.5288,11,1851,38.78,84265.6052665505
136500.0,0.8691,18,549,38.78,84265.6052665505
142600.0,2.0807,13,3813,38.78,84526.7135360654
218000.0,6.3914,8,3418,38.78,84795.968785021
217300.0,5.4498,5,12259,38.82,88471.1511392096
188700.0,5.5205,14,5094,38.8,86084.9095280657
173200.0,3.7904,15,2615,38.79,85328.1922150698
110200.0,3.1875,23,1419,38.79,85328.1922150698
92000.0,2.2292,45,907,38.79,85586.0228578749
124800.0,3.5265,11,2521,38.8,86909.26570091
209400.0,6.0,20,3118,38.87,95114.8630149703
151900.0,3.5607,21,3691,38.83,90350.0920825144
139400.0,4.4085,8,4114,38.85,93002.1177225344
124400.0,2.9484,15,4488,38.83,91178.2253981321
162700.0,4.0862,19,3568,38.85,87620.1185825642
126400.0,4.0282,16,3155,39.0,105727.802550314
82100.0,2.7083,16,1210,38.97,102282.472390747
192600.0,4.4958,19,2531,38.92,99444.7608697844
191400.0,4.4769,16,2094,38.87,92729.7589211504
108700.0,3.1691,45,2019,38.9,95330.6644101966
93600.0,2.7656,31,1297,38.9,95601.003274579
110800.0,3.3889,10,653,38.89,94273.4842590873
99300.0,3.4706,23,1750,38.89,94007.3475400779
91300.0,2.9866,45,1529,38.89,94007.3475400779
111300.0,2.8194,9,5927,38.89,93497.1101583047
212000.0,4.6771,16,2069,38.92,101767.770054661
135500.0,3.0321,21,4064,38.92,102967.547076773
190500.0,4.0679,24,2558,38.91,101618.775495332
125000.0,1.0179,42,410,38.94,105043.960130409
164000.0,4.515,15,5301,38.92,103934.837934054
158800.0,3.3021,34,2144,38.92,104610.939152876
220600.0,4.3553,15,4145,39.0,109938.239564023
196300.0,4.5129,16,2544,38.95,103494.816890836
158600.0,1.8238,14,3888,38.95,105783.963017572
55300.0,2.1287,17,1475,38.95,106084.408447125
212800.0,4.7019,14,2267,38.98,110441.806532853
201900.0,4.8214,12,3676,38.97,109733.998357333
191900.0,5.2536,13,1467,38.97,108470.306898651
192300.0,5.0126,16,1106,39.0,111307.389721773
156100.0,2.7463,18,1931,38.95,106704.050987267
167700.0,2.4278,14,4239,38.93,104637.125244142
150700.0,4.7143,14,1710,38.94,105992.038745928
153200.0,2.75,22,1931,38.95,108016.8139367
166800.0,2.3696,17,2289,39.04,118917.334324147
162900.0,3.6354,17,3403,38.99,114187.498272856
174300.0,4.8051,21,4059,39.0,113149.349554032
185400.0,3.9734,17,4786,39.01,114835.190559634
312500.0,10.0,4,170,39.0,114493.089796298
142700.0,3.9196,25,2691,39.18,137348.867925761
128900.0,2.8603,17,1819,39.15,134325.328706423
118800.0,3.0147,15,4126,39.27,157991.971160871
175000.0,3.0,16,868,39.3,172923.667883704
141300.0,4.0819,14,10098,39.28,179352.867257703
244000.0,3.3699,22,8259,39.2,170412.55096604
139100.0,2.5326,24,2069,39.12,128118.194799303
148000.0,3.0403,20,4570,39.08,123349.031868304
151500.0,3.1972,8,3758,39.05,121693.463742346
87800.0,1.8914,25,2220,39.93,212719.094631195
83500.0,2.8125,26,2023,39.93,213413.497274831
70900.0,2.0221,20,1511,39.9,210697.004239755
81900.0,2.8812,23,2679,39.93,214635.401906005
96600.0,3.5417,20,1349,39.95,216760.652427647
118800.0,2.9559,15,1666,39.96,217092.469706628
102500.0,2.6458,35,383,40.02,223737.669313146
88200.0,2.2656,23,1017,39.9,215956.0003321
102000.0,2.1216,15,1291,39.78,208764.230717173
130500.0,2.2019,15,3763,39.72,199618.617429233
126500.0,3.9583,9,1955,39.82,207582.88852744
83000.0,2.5893,8,1116,39.75,193004.322477406
88800.0,2.2101,16,2534,39.86,201903.342632852
71900.0,2.5156,18,1234,39.79,211170.311876238
100000.0,2.375,11,513,39.78,211966.759223516
55900.0,1.7829,47,2149,39.8,215084.002404989
75900.0,2.2717,18,3406,39.83,217720.749518304
92800.0,2.1667,10,1262,39.82,219746.92841613
82500.0,3.0625,19,785,39.8,227510.522566986
89200.0,2.2132,22,1334,40.17,239380.687717524
69600.0,2.2067,24,1629,40.08,230387.233734424
58000.0,1.5774,31,3127,40.14,236152.915222847
75000.0,1.625,38,725,40.01,216877.449596966
89400.0,2.9554,19,897,40.13,240837.83529783
67500.0,2.625,25,958,40.27,226700.184769358
93600.0,3.5962,36,1597,40.31,228579.071944862
77100.0,2.1524,21,3229,40.29,228866.609225045
193800.0,5.8453,10,1572,40.23,230708.878315104
137500.0,1.6944,11,919,40.19,238865.509228657
143800.0,3.4844,23,1127,40.23,241523.755997101
113400.0,3.6477,15,1717,40.3,240675.057094294
111500.0,1.6875,17,1944,40.29,236292.747396395
145200.0,3.3462,14,5156,40.25,234491.510046906
87800.0,2.5469,38,1214,34.0,65396.7731247921
92900.0,2.9688,42,1178,33.99,63952.7032660056
88900.0,2.4306,36,730,34.0,64267.2866055742
90600.0,3.025,41,1248,34.0,64267.2866055742
105100.0,3.3622,19,4592,34.0,64827.9001413488
124200.0,3.6415,15,1386,34.01,65157.3006386105
123800.0,3.3687,45,2881,34.0,63715.1505415741
141700.0,2.7054,52,1797,33.99,62824.320580711
101600.0,2.0284,52,2274,33.98,61940.6404354025
169100.0,3.145,37,2337,33.98,61381.363956428
125000.0,3.0694,24,950,33.97,59389.006512215
96700.0,2.1151,43,2862,33.98,62508.5852124507
155000.0,1.6389,29,1157,33.97,61064.4205073238
162500.0,2.1528,10,642,33.98,61940.6404354025
95800.0,1.1194,27,1342,33.98,62508.5852124507
114200.0,1.685,44,917,33.99,63384.2824409988
82300.0,2.0436,46,1680,33.98,63084.9641644485
92400.0,2.5804,34,3676,33.97,61640.506339167
79900.0,1.4514,38,1156,33.97,61640.506339167
84800.0,1.95,40,1166,33.97,61640.506339167
125000.0,2.025,52,201,33.98,62508.5852124507
112500.0,2.6071,45,131,33.99,64529.3595129799
85900.0,1.6943,31,4163,33.98,63669.5482312356
122500.0,3.024,27,3960,33.97,62817.6514490822
82200.0,2.7596,32,1625,33.97,62224.9948375797
80700.0,2.4667,33,2070,33.98,63084.9641644485
216600.0,7.2519,33,3974,33.96,60780.3722431862
235200.0,8.2405,25,2396,33.96,61973.9955463709
204800.0,7.6632,28,1650,33.95,61138.9216717094
219600.0,6.6635,14,9286,33.94,59085.3230668785
315200.0,8.5326,7,9376,33.92,58053.6719913446
136200.0,4.3176,52,3307,33.97,60496.9773926
150000.0,2.6895,30,2953,33.97,61064.4205073238
129300.0,3.2917,52,1992,33.96,59620.2108413369
125500.0,3.575,51,1806,33.96,59053.296898265
117900.0,3.4044,48,1915,33.97,60496.9773926
148900.0,5.0194,38,1383,33.97,59938.4224653443
134800.0,3.8618,41,1707,33.97,59938.4224653443
118800.0,2.3798,32,2837,33.96,58495.5024037771
123400.0,3.864,24,4481,33.96,58495.5024037771
157800.0,4.337,34,2316,33.97,59389.006512215
112500.0,10.0,29,124,33.96,56879.4967194744
116500.0,3.8682,28,3747,33.96,57408.3307293546
115300.0,3.7344,31,914,33.95,55967.828765956
111500.0,3.1384,46,2189,33.95,58175.9580710425
117300.0,2.4408,32,1979,33.95,58175.9580710425
132100.0,2.9583,37,1586,33.95,57609.6028955184
123900.0,3.0542,37,1462,33.95,57609.6028955184
110800.0,2.8173,32,4251,33.95,57052.6107030076
98100.0,2.7452,33,2275,33.96,57947.090713244
112700.0,3.0208,27,2341,33.96,58495.5024037771
133800.0,3.4491,30,3153,33.96,60195.9865727793
122900.0,3.1667,36,1380,33.95,58751.4054514927
120700.0,4.125,35,1599,33.95,58751.4054514927
121400.0,1.1601,43,633,33.95,58175.9580710425
114400.0,4.0833,49,2527,33.96,59620.2108413369
142600.0,4.3542,32,2215,33.95,59928.525011688
140100.0,4.0966,20,1682,33.94,59085.3230668785
136800.0,4.0625,21,2468,33.94,58483.8609729456
127900.0,4.8333,26,3014,33.93,57039.1299894414
109100.0,3.7109,35,3306,33.95,58751.4054514927
82700.0,3.0509,30,1198,33.94,57306.7636184519
81300.0,2.2222,35,1468,33.93,56446.0897792497
89300.0,4.0156,35,793,33.93,55862.0617811141
112000.0,3.5865,37,987,33.94,57306.7636184519
116000.0,3.1458,42,943,33.94,57306.7636184519
117600.0,2.87,33,2074,33.94,56731.6642399535
112500.0,3.25,29,3181,33.94,56731.6642399535
125600.0,3.1795,32,2885,33.93,55287.3316029836
118500.0,2.4435,22,4179,33.94,56731.6642399535
113500.0,3.5403,26,2420,33.94,56165.8997308745
113900.0,4.1528,35,1764,33.94,56165.8997308745
104500.0,4.0526,36,2284,33.95,56505.2583821441
113300.0,4.5122,36,2386,33.93,54722.1922074678
129300.0,2.1865,15,4836,33.93,54722.1922074678
109400.0,2.4922,31,1273,33.93,54722.1922074678
116000.0,4.6327,34,1577,33.93,54166.9437910192
103700.0,2.1023,12,3539,33.94,54527.4972716783
114100.0,3.9118,32,2349,33.94,55063.5215695613
126900.0,3.9128,30,2992,33.94,55063.5215695613
118700.0,4.1776,32,1814,33.94,55063.5215695613
129900.0,4.375,33,1371,33.93,54166.9437910192
113900.0,3.2731,20,5998,33.93,53621.8936195974
110800.0,3.0437,33,2433,33.92,53278.4856469192
121400.0,3.7333,29,2320,33.91,51834.7859615444
113300.0,2.2548,35,2552,33.92,52724.1864265366
113700.0,2.3851,25,2886,33.92,56196.4318762238
314100.0,3.6667,32,1263,33.9,53919.2521485265
148700.0,4.2788,23,4487,33.9,51527.6044720021
138000.0,4.3222,15,14281,33.91,52972.4812975766
193800.0,7.7197,4,80,33.89,51862.7071707195
87800.0,2.7083,25,1858,34.01,63550.2423286958
92000.0,2.6442,34,1231,34.01,63032.5601584107
97800.0,3.05,33,3084,34.02,62967.2879295294
162800.0,4.2321,9,5455,34.02,63458.5261282872
86800.0,1.6955,24,2316,34.0,62637.204143568
76200.0,2.0742,31,1192,34.0,62637.204143568
83400.0,1.9052,38,2228,34.0,62111.8507025838
152200.0,4.2589,21,2634,33.98,59235.7947653417
119500.0,3.0606,16,10072,33.98,59757.9593550388
95200.0,2.76,26,3042,34.01,61057.9309184952
98300.0,3.0909,34,2101,34.01,62025.5600328888
88600.0,1.4719,26,2372,34.0,62111.8507025838
96600.0,3.016,32,1617,34.0,61595.8882152624
116900.0,4.566,18,3307,33.99,60159.5388407714
171300.0,4.5625,12,9966,33.99,59655.2769235585
128500.0,4.4063,15,1929,34.0,57835.4702942443
